PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Chan, CC; Yu, SR; Wang, CW				Chan, Chao-Chi; Yu, Shuen-Ren; Wang, Chun-Wen			Development of a Topic-oriented Document Model based on Systems Thinking: An Application Example for Inventive Theory TRIZ	JOURNAL OF THE CHINESE SOCIETY OF MECHANICAL ENGINEERS			English	Article						Systems Thinking; Five Elements theory; Topic Maps; TRIZ; Engineering Design and Manufacturing		As the internet network develops, the progress of technology has promoted the growth of large amount of information volume. How to find and access the information effectively is most important for user, especially for those companies based on skill-oriented. Enabling reuse of creative knowledge in engineering domain becomes our driving force to develop the topic-oriented document model. This paper is based on concepts of Systems Thinking to analyze the relationships among diverse technical documents founded in knowledge organizations. A topic-oriented model is presented to show up the interaction process between interrelated topics. Further, as for applied example of TRIZ matrix, it says some benefits from Topic Maps-based applications in engineering knowledge management domain.	[Chan, Chao-Chi; Yu, Shuen-Ren; Wang, Chun-Wen] Natl Taiwan Univ Sci & Technol, Dept Mech Engn, Taipei 106, Taiwan	National Taiwan University of Science & Technology	Chan, CC (corresponding author), Natl Taiwan Univ Sci & Technol, Dept Mech Engn, Taipei 106, Taiwan.								8	1	1	0	12	CHINESE SOC MECHANICAL ENGINEERS	TAIPEI	4F NO 60 SEC 2 PA TE RD, TAIPEI, 10401, TAIWAN	0257-9731			J CHIN SOC MECH ENG	J. Chin. Soc. Mech. Eng.	FEB	2009	30	1					47	52						6	Engineering, Mechanical	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	415ZB					2024-01-21	WOS:000263973900007
J	Wetter-Edman, K; Vink, J; Blomkvist, J				Wetter-Edman, Katarina; Vink, Josina; Blomkvist, Johan			Staging aesthetic disruption through design methods for service innovation	DESIGN STUDIES			English	Article						aesthetics; design methods; innovation; service design; design cognition	RESEARCH PRIORITIES; DOMINANT LOGIC; THINKING; SYSTEMS; FOUNDATION; SCIENCE; FIELD	Within the discourse connecting design and innovation, there has been a growing emphasis on the importance of cognitive processes in relation to design methods. However, the over-emphasis on cognition fails to clearly identify the triggers of change necessary for service innovation. In response, this article draws on classic American pragmatism and service-dominant logic to highlight the underappreciated role of actors' bodily experiences when using design methods for service innovation. The authors of this paper posit that design methods stage aesthetic disruption, a sensory experience that challenges actors' existing assumptions. In doing so, the use of design methods can lead to destabilizing the habitual action of participating actors, helping them to break free of existing institutions and contribute to service innovation. (C) 2017 The Authors. Published by Elsevier Ltd.	[Wetter-Edman, Katarina] Gothenburg Univ, Acad Design & Crafts, Kristinelundsgatan 6-8, S-40530 Gothenburg, Sweden; [Wetter-Edman, Katarina; Vink, Josina] Cty Council Varmland, Experio Lab, S-65182 Karlstad, Sweden; [Wetter-Edman, Katarina] Cty Council Sormland, FoUiS, S-63220 Eskilstuna, Sweden; [Vink, Josina] Karlstad Univ, Ctr Serv Res, S-65188 Karlstad, Sweden; [Blomkvist, Johan] Linkoping Univ, S-58183 Linkoping, Sweden	University of Gothenburg; Karlstad University; Linkoping University	Wetter-Edman, K (corresponding author), Gothenburg Univ, Acad Design & Crafts, Kristinelundsgatan 6-8, S-40530 Gothenburg, Sweden.; Wetter-Edman, K (corresponding author), Cty Council Varmland, Experio Lab, S-65182 Karlstad, Sweden.; Wetter-Edman, K (corresponding author), Cty Council Sormland, FoUiS, S-63220 Eskilstuna, Sweden.	wetter-edman@oru.se	Wetter-Edman, Katarina/GWC-8409-2022		European Union's Horizon research and innovation programme under the Marie Sklodowska Curie grant [642116]; Torsten Soderberg Foundation [E22]; Riksbankens Jubileumsfond [RMP16-1159]	European Union's Horizon research and innovation programme under the Marie Sklodowska Curie grant(Marie Curie ActionsHorizon 2020); Torsten Soderberg Foundation; Riksbankens Jubileumsfond(Swedish Foundation for Humanities & Social Sciences)	This work was supported by the European Union's Horizon 2020 research and innovation programme under the Marie Sklodowska Curie grant agreement No. 642116. The information and views set out in this article are those of the authors and do not necessarily reflect the official opinion of the European Union. Neither the European Union institutions and bodies nor any person acting on their behalf may be held responsible for the use which may be made of the information contained therein. In addition, this research has been conducted with funding from Torsten Soderberg Foundation project No. E22 - Making sense of design work and Riksbankens Jubileumsfond project No. RMP16-1159.		102	34	35	9	126	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0142-694X	1872-6909		DESIGN STUD	Design Stud.	MAR	2018	55				SI		5	26		10.1016/j.destud.2017.11.007	http://dx.doi.org/10.1016/j.destud.2017.11.007			22	Engineering, Multidisciplinary; Engineering, Manufacturing	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Engineering	GA7EK		hybrid, Green Published			2024-01-21	WOS:000428497200002
J	Liao, HT; Pan, CL; Zhang, Y				Liao, Han-Teng; Pan, Chung-Lien; Zhang, Yuan			Collaborating on ESG consulting, reporting, and communicating education: Using partner maps for capability building design	FRONTIERS IN ENVIRONMENTAL SCIENCE			English	Article						ESG; corporate accountability; decarbonization; carbon accounting; digital transformation; strategic foresight; capability building; circular economy	SCIENCE; INNOVATION	Given the rising demand for environmental, social, and governance (ESG) talents, this study aims to provide a multidisciplinary outlook of specific capability requirements for ESG talents, focusing on the use of ESG and carbon information, thereby providing a roadmap for ESG education. Following design science framework conventions and running design workshops that integrate design thinking of "how might we" design questions, literature analysis, and expert interviews across disciplines, this study presents findings regarding three main activities-consulting, reporting, and communicating. Based on the iterations of design workshops that adopt a circular economy-based partner map design canvas for stakeholder analysis with procedures such as expert interviews and literature analysis, three partner/capability maps were generated to map stakeholders and explore the capabilities needed. ESG and carbon information digital and data skills emerged as the core capability to complete all the three tasks. A conceptual framework-a Smart System of ESG and Carbon Information-is proposed to summarize planning, operating, and communicating with ESG and carbon information, along with high-level organizational actions and talent capabilities. It identifies the building blocks of an ESG operating system within an enterprise to engage various stakeholders for value-creation collaboration. Despite the limitation of a lack of comprehensive review and limited geographic and disciplinary representation, this study provides a roadmap for enterprises and universities to explore and define talent requirements and create specific education and training programs.	[Liao, Han-Teng; Pan, Chung-Lien; Zhang, Yuan] Nanfang Coll Guangzhou, Lab ESG Data Driven Decis, Guangzhou, Peoples R China; [Liao, Han-Teng; Pan, Chung-Lien] Oxford Roadmapping, Guangzhou, Peoples R China; [Liao, Han-Teng; Pan, Chung-Lien] Nanfang Coll Guangzhou, Higher Educ Impact Assessment Ctr, Guangzhou, Peoples R China; [Pan, Chung-Lien; Zhang, Yuan] Nanfang Coll Guangzhou, Accounting Sch, Guangzhou, Peoples R China	Nanfang College, Guangzhou; Nanfang College, Guangzhou; Nanfang College, Guangzhou	Pan, CL (corresponding author), Nanfang Coll Guangzhou, Lab ESG Data Driven Decis, Guangzhou, Peoples R China.; Pan, CL (corresponding author), Oxford Roadmapping, Guangzhou, Peoples R China.; Pan, CL (corresponding author), Nanfang Coll Guangzhou, Higher Educ Impact Assessment Ctr, Guangzhou, Peoples R China.; Pan, CL (corresponding author), Nanfang Coll Guangzhou, Accounting Sch, Guangzhou, Peoples R China.	peter5612@gmail.com	Pan, Chung-Lien/ACJ-6686-2022; Liao, Han-Teng/AAC-5793-2019	Liao, Han-Teng/0000-0003-1081-5599; Pan, Chung Lien/0000-0001-9488-5329	Department of Education of Guangdong Province [2019GXJK186, 2022ZDJS121]; Guangzhou Nanfang College for the curriculum project of "Information Visualization Design" [NFU 02-40250]	Department of Education of Guangdong Province(National Natural Science Foundation of Guangdong Province); Guangzhou Nanfang College for the curriculum project of "Information Visualization Design"	This research was funded mainly by the Department of Education of Guangdong Province under two grants: Grant number 2019GXJK186, titled "Smart App Design Innovation Research in the Age of New Business, Arts and Engineering Disciplines", and grant number 2022ZDJS121, titled "Roadmapping for Precision-Decarbonization." It is funded partly by Guangzhou Nanfang College for the curriculum project of "Information Visualization Design" (grant number NFU 02-40250).		68	0	0	16	20	FRONTIERS MEDIA SA	LAUSANNE	AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND		2296-665X		FRONT ENV SCI-SWITZ	Front. Environ. Sci.	MAR 21	2023	11								1119011	10.3389/fenvs.2023.1119011	http://dx.doi.org/10.3389/fenvs.2023.1119011			10	Environmental Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	C7HA9		gold			2024-01-21	WOS:000963573700001
J	Bai, GH				Bai, GH			Embryonic approach to the development of information systems	JOURNAL OF STRATEGIC INFORMATION SYSTEMS			English	Article						Embryonic Approach; information systems; communication mechanisms	PD; PROJECTS	Prototyping in information systems CIS) development has recently shown increased benefits. In principle, the prototyping process provides users with more opportunities to improve their work, to verify that their needs are provided for, and that the terms used in the interface of the designed system are consistent with those in use in their work. As a result, they should be highly motivated to participate in an IS development process. However, certain drawbacks inherited from traditional prototyping in industrial production could limit the use of this approach in IS development. Some problems are identified in this paper, such as: (1) product-oriented thinking; (2) feedback delay; (3) the preoccupation of designers with respect to the experimental approach; (4) problems arising from the users' participation being indirect, and (5) negative attitudes towards contradiction. This paper proposes an organic approach, the 'Embryonic Approach' (EmA), in order to explore the full potentialities of prototyping in IS development. This approach is based on two fundamental elements; an adaptive and expandable kernel-structure, and a built-in communication mechanism. (C) 1998 Elsevier Science B.V.	Lulea Tech Univ, Dept Comp & Syst Sci, S-97187 Lulea, Sweden	Lulea University of Technology			Bai, Guohua/A-1243-2013						28	5	6	0	4	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0963-8687			J STRATEGIC INF SYST	J. Strateg. Inf. Syst.	DEC	1997	6	4					299	311		10.1016/S0963-8687(97)00010-3	http://dx.doi.org/10.1016/S0963-8687(97)00010-3			13	Computer Science, Information Systems; Information Science & Library Science; Management	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science; Information Science & Library Science; Business & Economics	ZQ592					2024-01-21	WOS:000073883500002
J	Kim, S				Kim, Sungwook			Cognitive hierarchy thinking based behavioral game model for IoT power control algorithm	COMPUTER NETWORKS			English	Article						Behavioral game; Cognitive hierarchy thinking model; Internet of Things; Power control algorithm; Mutually consistent behavior	NETWORKS	The Internet of Things (IoT) describes a future world of interconnected physical objects, with several applications in the areas of smart environments. To implement the IoT concept, the research in the areas of power controlled circuits, embedded systems design, network protocols and control theory should be required. With the much advancement in these areas, the realization of IoT is becoming increasingly probable. In this paper, we propose a novel adaptive power control scheme for IoT systems. Based on the cognitive hierarchy thinking mechanism, our proposed scheme is designed as a new behavioral game model to adaptively control the power level. To effectively solve the power control problem in IoT systems, game theory is well-suited and an effective tool. The experimental result illustrates that our game-based approach can get an effective transmission power, which can make the communication rate maximal. Under dynamic IoT system environments, it is highly desirable property. (C) 2016 Elsevier B.V. All rights reserved.	[Kim, Sungwook] Sogang Univ, Dept Comp Sci, 35 Baekbeom Ro Sinsu Dong, Seoul 121742, South Korea	Sogang University	Kim, S (corresponding author), Sogang Univ, Dept Comp Sci, 35 Baekbeom Ro Sinsu Dong, Seoul 121742, South Korea.	swkim01@sogang.ac.kr			MSIP (Ministry of Science, ICT and Future Planning), Korea, under ITRC (Information Technology Research Center) support program [IITP-2016-H8501-16-1018]; Basic Science Research Program through the National Research Foundation of Korea (NRF) - Ministry of Education [NRF-2015R1D1A1A01060835]	MSIP (Ministry of Science, ICT and Future Planning), Korea, under ITRC (Information Technology Research Center) support program; Basic Science Research Program through the National Research Foundation of Korea (NRF) - Ministry of Education	This research was supported by the MSIP (Ministry of Science, ICT and Future Planning), Korea, under the ITRC (Information Technology Research Center) support program (IITP-2016-H8501-16-1018) supervised by the IITP (Institute for Information & communications Technology Promotion) and was supported by Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education (NRF-2015R1D1A1A01060835)		16	6	6	0	14	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	1389-1286	1872-7069		COMPUT NETW	Comput. Netw.	DEC 9	2016	110						79	90		10.1016/j.comnet.2016.09.020	http://dx.doi.org/10.1016/j.comnet.2016.09.020			12	Computer Science, Hardware & Architecture; Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science; Engineering; Telecommunications	EE2BQ					2024-01-21	WOS:000389389100007
J	Shim, H; Lee, H				Shim, Hyoyoung; Lee, Hyangeun			The effect of design education using virtual reality-based coding on student competence and educational satisfaction	EDUCATION AND INFORMATION TECHNOLOGIES			English	Article						Virtual reality (VR); Coding education; Design education; Design methodology; Problem-solving skills; Computational thinking		Virtual reality (VR) technology is playing a crucial role in the changing paradigm of education. In many cases, however, VR technology is not being taught because of the lack of relevant educational content at middle and high school levels. This study investigates the effect of design education using VR-based coding on students' competence and educational satisfaction in Korea. To develop a design education program using VR-based coding, examples of VR application and coding education were analyzed. Based on this analysis, we developed 2 design education programs for middle and high school students with the Korean school curriculum in mind. The program was taught to a sample of 301 students for six weeks. Following the implementation of the program, we conducted a satisfaction survey, and the correlation between the competence of middle and high school students and their educational satisfaction was statistically analyzed. The results showed that scientific competence exerts the greatest effect on students' overall educational satisfaction, followed by common competence, core competence, and information competence. Operational satisfaction was most affected by information competence, followed by core competence, common competence, and scientific competence. Core competence and information competence had a similar effect on levels of satisfaction with the educational environment. The developed program showed the potential to cultivate student competence and demonstrated that virtual reality-based coding is meaningful to design education. By understanding the competences that can exert a positive effect on satisfaction, this study is expected to provide effective baseline data for planning future curricula.	[Shim, Hyoyoung] Induk Univ, Dept Game & VR Design, Seoul, South Korea; [Lee, Hyangeun] Sungshin Univ, Dept Serv Design Engn, Seoul, South Korea	Sungshin Women's University	Lee, H (corresponding author), Sungshin Univ, Dept Serv Design Engn, Seoul, South Korea.	xmozil@sungshin.ac.kr		Shim, Hyoyoung/0000-0001-7223-2159	Korea Foundation for the Advancement of Science and Creativity (KOFAC) - Korean Ministry of Education	Korea Foundation for the Advancement of Science and Creativity (KOFAC) - Korean Ministry of Education(Ministry of Education (MOE), Republic of KoreaKorea Foundation for the Advancement of Science & Creativity (KOFAC))	This research paper was supported by the Korea Foundation for the Advancement of Science and Creativity (KOFAC) grant funded by the Korean Ministry of Education for 2019.		28	3	3	9	48	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	1360-2357	1573-7608		EDUC INF TECHNOL	Educ. Inf. Technol.	MAY	2022	27	4					4577	4597		10.1007/s10639-021-10730-w	http://dx.doi.org/10.1007/s10639-021-10730-w		NOV 2021	21	Education & Educational Research	Social Science Citation Index (SSCI)	Education & Educational Research	1U7MK					2024-01-21	WOS:000713530900001
J	Flamm, RO; Braunsberger, K				Flamm, Richard Owen; Braunsberger, Karin			Systems thinking to operationalize knowledge-to-action in fish and wildlife agencies	CONSERVATION SCIENCE AND PRACTICE			English	Article						complex organizations; conservation organizations; knowledge network; knowledge-to-action; systems thinking	CLIMATE-CHANGE; DEVELOPMENT ORGANIZATIONS; COMPLEXITY THEORY; BOUNDARY OBJECTS; PATH DEPENDENCE; POLICY-MAKERS; MANAGEMENT; CONSERVATION; COPRODUCTION; LEADERSHIP	This paper incorporates systems thinking in the design of a knowledge networked systems model (KNSM) for supporting knowledge-to-action in conservation organizations. It assumes that organizations are complex entities with properties that should be considered normatively. The synthesis of these properties into a KNSM revolves around the most common question many conservation practitioners are asked by the public: how is X doing? X typically reflects a concept easily grasped by the public such as a species or ecosystem. To operationalize a KNSM, one should consider that (1) information, not authority, empowers the network, (2) structural or bureaucratic impediments to maximizing utility of knowledge are minimized, (3) interacting agents direct the flow of information and knowledge and guide agency outputs, (4) boundaries between offices, programs, departments, and organizations are treated as porous, (5) transparency is fundamental to successful model operation, (6), most conservation problems are spatial, and (7) ecological and knowledge hierarchies organize the network. Benefits of this approach include facilitating research outcomes that support management decisions, a tool for strategic planning and implementation, greater transparency and operational clarity, foundation for team building, means for identifying knowledge gaps, a platform for organizational in-reach and public outreach, facilitated communication in general, and an important tool for collaborative conservation decision making. An example using a hypothetical listed species is presented to illustrate how a KNSM can be designed and implemented.	[Flamm, Richard Owen] Florida Fish & Wildlife Conservat Commiss, Florida Fish & Wildlife Res Inst, Tallahassee, FL USA; [Braunsberger, Karin] Univ S Florida, Muma Coll Business, Ctr Entrepreneurship, Tampa, FL 33620 USA	Florida Fish & Wildlife Conservation Commission; State University System of Florida; University of South Florida	Flamm, RO (corresponding author), Fish & Wildlife Res Inst, 100 8 Ave SE, St Petersburg, FL 33701 USA.	richard.flamm@myfwc.com			Marine Resource Coastal Protection Trust Fund	Marine Resource Coastal Protection Trust Fund	Marine Resource Coastal Protection Trust Fund		160	0	0	4	7	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA		2578-4854		CONSERV SCI PRACT	Conserv. Sci. Pract.	SEP	2022	4	9							e12774	10.1111/csp2.12774	http://dx.doi.org/10.1111/csp2.12774		JUL 2022	15	Biodiversity Conservation	Science Citation Index Expanded (SCI-EXPANDED)	Biodiversity & Conservation	4H1BM					2024-01-21	WOS:000829799700001
J	Gijsen, M; Catrysse, L; De Maeyer, S; Gijbels, D				Gijsen, Marijn; Catrysse, Leen; De Maeyer, Sven; Gijbels, David			Mapping cognitive processes in video-based learning by combining trace and think-aloud data	LEARNING AND INSTRUCTION			English	Article						Video; Think-aloud; Trace -data; Mixed-method; Multimedia	INDIVIDUAL-DIFFERENCES; HIGHER-EDUCATION; STRATEGIES; MULTIMEDIA; DEEP; MODELS; COMPREHENSION; ENVIRONMENTS; PERSPECTIVE; PATTERNS	Aims: This study maps differences in cognitive levels of processing when learning from interactive videos and how these are related to differences in learning outcomes. Sample: Participants were 37 higher education students. Methods: Participants were randomly assigned to either the deep or surface condition in a between-subjects design. The conditions contained the same videos but had differing task demands to induce different cognitive levels of processing. Trace-data as well as cued-retrospective think aloud data of all participants was gathered. Participants filled out a multi-layered post-test measure. Data was analysed with the Bayesian framework. Results: Results suggest that students in the deep condition spent more time on key information and processed both details and key information in a deeper way. Students in the surface condition spent more time on details and factual knowledge while also rehearsing them more. Students in the deep condition scored higher on the amount and coherence of information they recalled from the videos. Conclusions: The use of multiple data sources and multi-layered post-test measures is a crucial step in better understanding and adequately measuring differences in cognitive processes when learning from interactive videos.	[Gijsen, Marijn; De Maeyer, Sven; Gijbels, David] Univ Antwerp, Fac Social Sci, Dept Educ & Training Sci, Sint-Jacobstr 2-4, B-2000 Antwerp, Belgium; [Catrysse, Leen] Open Univ, Fac Educ Sci, Dept Online Learning & Instruct, Postbus 2960, NL-6401 DL Heerlen, Netherlands	University of Antwerp; Open University Netherlands	Gijsen, M (corresponding author), Univ Antwerp, Fac Social Sci, Dept Educ & Training Sci, Sint-Jacobstr 2-4, B-2000 Antwerp, Belgium.	marijn.gijsen@uantwerpen.be; leen.catrysse@ou.nl; sven.demaeyer@uantwerpen.be; david.gijbels@uantwerpen.be	De Maeyer, Sven/K-7446-2015	De Maeyer, Sven/0000-0003-2888-1631					109	0	0	2	2	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0959-4752	1873-3263		LEARN INSTR	Learn Instr.	APR	2024	90								101851	10.1016/j.learninstruc.2023.101851	http://dx.doi.org/10.1016/j.learninstruc.2023.101851		NOV 2023	18	Education & Educational Research; Psychology, Educational	Social Science Citation Index (SSCI)	Education & Educational Research; Psychology	AW9Q1					2024-01-21	WOS:001121608000001
J	Van Heerden, A; Humphries, H; Geng, EL				Van Heerden, Alastair; Humphries, Hilton; Geng, Elvin			Whole person HIV services: a social science approach	CURRENT OPINION IN HIV AND AIDS			English	Review						HIV prevention; HIV treatment; human behaviour; implementation science	DETERMINANTS; HEALTH	Purpose of reviewGlobally, approximately 38.4 million people who are navigating complex lives, are also living with HIV, while HIV incident cases remain high. To improve the effectiveness of HIV prevention and treatment service implementation, we need to understand what drives human behaviour and decision-making around HIV service use. This review highlights current thinking in the social sciences, emphasizing how understanding human behaviour can be leveraged to improve HIV service delivery.Recent findingsThe social sciences offer rich methodologies and theoretical frameworks for investigating how factors synergize to influence human behaviour and decision-making. Social-ecological models, such as the Behavioural Drivers Model (BDM), help us conceptualize and investigate the complexity of people's lives. Multistate and group-based trajectory modelling are useful tools for investigating the longitudinal nature of peoples HIV journeys. Successful HIV responses need to leverage social science approaches to design effective, efficient, and high-quality programmes.To improve our HIV response, implementation scientists, interventionists, and public health officials must respond to the context in which people make decisions about their health. Translating biomedical efficacy into real-world effectiveness is not simply finding a way around contextual barriers but rather engaging with the social context in which communities use HIV services.	[Van Heerden, Alastair; Humphries, Hilton] Human Sci Res Council, Ctr Community Based Res, Pietermaritzburg, South Africa; [Van Heerden, Alastair] Univ Witwatersrand, SAMRC Wits Dev Pathways Hlth Res Unit, Johannesburg, South Africa; [Humphries, Hilton] Univ KwaZulu Natal, Sch Appl Human Sci, Dept Psychol, Pietermaritzburg, South Africa; [Geng, Elvin] Washington Univ St Louis, Inst Publ Hlth, Ctr Disseminat & Implementat,Sch Med, Dept Med,Div Infect Dis, St Louis, MO USA; [Van Heerden, Alastair] Sweetwaters, Old Bus Depot, ZA-3201 Pietermaritzburg, Kwazulu Natal, South Africa	University of Witwatersrand; University of Kwazulu Natal; Washington University (WUSTL)	Van Heerden, A (corresponding author), Sweetwaters, Old Bus Depot, ZA-3201 Pietermaritzburg, Kwazulu Natal, South Africa.	avanheerden@hsrc.ac.za	Quaife, Matthew/O-4754-2015; Van Heerden, Alastair/AAY-6262-2020	Quaife, Matthew/0000-0001-9291-1511; Van Heerden, Alastair/0000-0003-2530-6885; Geng, Elvin/0000-0002-0825-1424	Bill and Melinda Gates Foundation [INV-016742]; Bill and Melinda Gates Foundation [INV-016742] Funding Source: Bill and Melinda Gates Foundation	Bill and Melinda Gates Foundation(Bill & Melinda Gates Foundation); Bill and Melinda Gates Foundation(Bill & Melinda Gates Foundation)	This work was sponsored in part by a generous grant by the Bill and Melinda Gates Foundation for a project titled - Better Information for Health in South Africa: Describing the impact of a nonlinear HIV treatment cascade on true patient outcomes (INV-016742).		35	0	0	2	8	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA	1746-630X	1746-6318		CURR OPIN HIV AIDS	Curr. Opin. HIV AIDS	JAN	2023	18	1					46	51		10.1097/COH.0000000000000773	http://dx.doi.org/10.1097/COH.0000000000000773			6	Immunology; Infectious Diseases	Science Citation Index Expanded (SCI-EXPANDED)	Immunology; Infectious Diseases	6Z2PV	36440805	hybrid, Green Published			2024-01-21	WOS:000897624700006
J	Zhang, YZ; Luo, XF; Li, J; Buis, JJ				Zhang, Yingzhong; Luo, Xiaofang; Li, Jian; Buis, Jennifer J.			A semantic representation model for design rationale of products	ADVANCED ENGINEERING INFORMATICS			English	Article						Design rationale; Design semantics; Representation model; Ontology	INFORMATION; SYSTEMS; CAPTURE	Design rationale (DR) is crucial information in product design decision support, design analysis and design reuse. In this paper, based on the Issue-based Information System (IBIS) model, a new ontology-based semantic representation model for DR information; the integrated issue, solution, artifact and argument (ISAA) model; is proposed. The ISAA model introduces the ontology-based semantic representation mode to the DR representation and expands the concept elements of IBIS. The class of concept elements and the semantic relationships among them are defined by Web Ontology Language (OWL). The axioms and rules which are used to reason and analyze DR are defined and encoded with Semantic Web Rule Language (SWRL), which enrich the semantic relations defined by OWL The ISAA model represents the directed graph of IBIS to the Resource Description Framework (RDF) graph and serializes to an RDF/XML document which lays the foundation for retrieving and reasoning semantic information of DR. A semantic annotator integrating with the visual product design model was developed, by which the discrete information of thinking is captured and abstracted to a conceptual representation of the ISAA model. Finally, an example of DR representation for the spring operating mechanism of a high-voltage circuit breaker product is given. (C) 2012 Elsevier Ltd. All rights reserved.	[Zhang, Yingzhong; Luo, Xiaofang; Li, Jian] Dalian Univ Technol, Sch Mech Engn, Dalian 116024, Peoples R China; [Buis, Jennifer J.] Purdue Univ, Div Environm & Ecol Engn, W Lafayette, IN 47907 USA	Dalian University of Technology; Purdue University System; Purdue University West Lafayette Campus; Purdue University	Zhang, YZ (corresponding author), Dalian Univ Technol, Sch Mech Engn, Dalian 116024, Peoples R China.	zhangyz@dlut.edu.cn			National Science Foundation of China [60773214]	National Science Foundation of China(National Natural Science Foundation of China (NSFC))	This work is supported by the National Science Foundation of China under Grants 60773214. The authors thank anonymous reviewers for their helpful suggestions in this study.		33	42	51	2	60	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	1474-0346	1873-5320		ADV ENG INFORM	Adv. Eng. Inform.	JAN	2013	27	1					13	26		10.1016/j.aei.2012.10.005	http://dx.doi.org/10.1016/j.aei.2012.10.005			14	Computer Science, Artificial Intelligence; Engineering, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science; Engineering	091UP					2024-01-21	WOS:000315075600003
J	Mete, F				Mete, F			The creative role of sources of inspiration in clothing design	INTERNATIONAL JOURNAL OF CLOTHING SCIENCE AND TECHNOLOGY			English	Article						fashion design; clothing; creative thinking; design calculations; design management		Purpose - To assess the creative role of sources of inspiration in visual clothing design. It aims to analyse simple, general accounts of observed design behaviour and early stages of the clothing design process, what is the nature of design inspiration, how sources of inspiration are gathered and how they affect the creativity and originality in clothing design. Design/methodology/approach - A progressive series of empirical studies looking at ready-to-wear clothing design has been undertaken; in situ observation, semi-structured inter-views and constrained and semi-constrained design tasks. This empirical approach used ethnographic observational methods, which is effective in situations where conventional knowledge acquisition methods are insufficient, when broad understanding of an industry is needed, as in the fashion industry, not just a case study of a single individual or company. Findings - Identifies the major types of idea sources in clothing design and provides information about each source. Recognises that these sources of inspiration help designers to create design elements and principles of individual designs. In order to foster originality, sources of inspiration play a powerful role throughout the creative stage of design process, and also in the early stages of fashion research and strategic collection planning. Originality/value - This paper highlights the role of sources of inspiration and its effect in creativity and originality in the clothing design process. Offers practical help to clothing designers and design-led clothing companies.	Dokuz Eylul Univ, Fac Fine Arts, Dept Text, Izmir, Turkey	Dokuz Eylul University	Mete, F (corresponding author), Dokuz Eylul Univ, Fac Fine Arts, Dept Text, Izmir, Turkey.	fatma.mete@deu.edu.tr							18	29	39	0	29	EMERALD GROUP PUBLISHING LIMITED	BRADFORD	60/62 TOLLER LANE, BRADFORD BD8 9BY, W YORKSHIRE, ENGLAND	0955-6222			INT J CLOTH SCI TECH	Int. J. Cloth. Sci. Technol.		2006	18	3-4					278	293		10.1108/09556220610668509	http://dx.doi.org/10.1108/09556220610668509			16	Materials Science, Textiles	Science Citation Index Expanded (SCI-EXPANDED)	Materials Science	058RC					2024-01-21	WOS:000238681300012
